,Year,Region,Technology,Carrier,Value
269,2024,reg2,Coal_supply,Coal,0.0
270,2025,reg2,Coal_supply,Coal,0.0
271,2026,reg2,Coal_supply,Coal,0.0
272,2027,reg2,Coal_supply,Coal,0.0
273,2028,reg2,Coal_supply,Coal,0.0
274,2029,reg2,Coal_supply,Coal,0.0
275,2030,reg2,Coal_supply,Coal,0.0
276,2019,reg2,Diesel_supply,Diesel,9082.98389987167
277,2020,reg2,Diesel_supply,Diesel,1513.8306499786115
278,2021,reg2,Diesel_supply,Diesel,756.9153249893058
279,2022,reg2,Diesel_supply,Diesel,1135.3729874839587
280,2023,reg2,Diesel_supply,Diesel,756.9153249893058
281,2024,reg2,Diesel_supply,Diesel,0.0
282,2025,reg2,Diesel_supply,Diesel,0.0
283,2026,reg2,Diesel_supply,Diesel,378.4576624946529
284,2027,reg2,Diesel_supply,Diesel,0.0
285,2028,reg2,Diesel_supply,Diesel,0.0
286,2029,reg2,Diesel_supply,Diesel,0.0
287,2030,reg2,Diesel_supply,Diesel,378.4576624946529
288,2019,reg2,Biofuel_supply,Biofuel,0.0
289,2020,reg2,Biofuel_supply,Biofuel,506358095.0470489
290,2021,reg2,Biofuel_supply,Biofuel,504718455.5895333
291,2022,reg2,Biofuel_supply,Biofuel,441451308.4816625
292,2023,reg2,Biofuel_supply,Biofuel,423083464.77222013
293,2024,reg2,Biofuel_supply,Biofuel,447890326.2265065
294,2025,reg2,Biofuel_supply,Biofuel,350994500.1895002
295,2026,reg2,Biofuel_supply,Biofuel,258685825.9910969
296,2027,reg2,Biofuel_supply,Biofuel,193807926.43434036
297,2028,reg2,Biofuel_supply,Biofuel,72817005.11081427
298,2029,reg2,Biofuel_supply,Biofuel,14073780.47199737
299,2030,reg2,Biofuel_supply,Biofuel,557865.3130942588
300,2019,reg2,Hydro_PP_4,Electricity,57673494.072
301,2020,reg2,Hydro_PP_4,Electricity,57673494.072
302,2021,reg2,Hydro_PP_4,Electricity,57673494.072
303,2022,reg2,Hydro_PP_4,Electricity,57673494.072
304,2023,reg2,Hydro_PP_4,Electricity,57673494.072
305,2024,reg2,Hydro_PP_4,Electricity,57673494.072
306,2025,reg2,Hydro_PP_4,Electricity,57673494.072
307,2026,reg2,Hydro_PP_4,Electricity,57673494.072
308,2027,reg2,Hydro_PP_4,Electricity,57673494.072
309,2028,reg2,Hydro_PP_4,Electricity,57673494.072
310,2029,reg2,Hydro_PP_4,Electricity,57673494.072
311,2030,reg2,Hydro_PP_4,Electricity,26433684.783
312,2019,reg2,Hydro_PP_8,Electricity,38748076.28529599
313,2020,reg2,Hydro_PP_8,Electricity,38748076.28529599
314,2021,reg2,Hydro_PP_8,Electricity,38748076.28529599
315,2022,reg2,Hydro_PP_8,Electricity,38748076.28529599
316,2023,reg2,Hydro_PP_8,Electricity,38748076.28529599
317,2024,reg2,Hydro_PP_8,Electricity,38748076.28529599
318,2025,reg2,Hydro_PP_8,Electricity,38748076.28529599
319,2026,reg2,Hydro_PP_8,Electricity,38748076.28529599
320,2027,reg2,Hydro_PP_8,Electricity,38748076.28529599
321,2028,reg2,Hydro_PP_8,Electricity,38748076.28529599
322,2029,reg2,Hydro_PP_8,Electricity,38748076.28529599
323,2030,reg2,Hydro_PP_8,Electricity,17759534.964093994
324,2019,reg2,Commited_hydro_PP,Electricity,0.0
325,2020,reg2,Commited_hydro_PP,Electricity,0.0
326,2021,reg2,Commited_hydro_PP,Electricity,0.0
327,2022,reg2,Commited_hydro_PP,Electricity,0.0
328,2023,reg2,Commited_hydro_PP,Electricity,0.0
329,2024,reg2,Commited_hydro_PP,Electricity,0.0
330,2025,reg2,Commited_hydro_PP,Electricity,0.0
331,2026,reg2,Commited_hydro_PP,Electricity,0.0
332,2027,reg2,Commited_hydro_PP,Electricity,0.0
333,2028,reg2,Commited_hydro_PP,Electricity,0.0
334,2029,reg2,Commited_hydro_PP,Electricity,0.0
335,2030,reg2,Commited_hydro_PP,Electricity,0.0
336,2019,reg2,Commited_wind_PP,Electricity,0.0
337,2020,reg2,Commited_wind_PP,Electricity,0.0
338,2021,reg2,Commited_wind_PP,Electricity,0.0
339,2022,reg2,Commited_wind_PP,Electricity,0.0
340,2023,reg2,Commited_wind_PP,Electricity,0.0
341,2024,reg2,Commited_wind_PP,Electricity,0.0
342,2025,reg2,Commited_wind_PP,Electricity,0.0
343,2026,reg2,Commited_wind_PP,Electricity,54836204.51098783
344,2027,reg2,Commited_wind_PP,Electricity,54836204.51098783
345,2028,reg2,Commited_wind_PP,Electricity,51268307.13981606
