,Datetime,Region,Technology,Tech category,Value
541,2020,reg3,Diesel_PP,Conversion,2310.0
542,2021,reg3,Diesel_PP,Conversion,2310.0
543,2022,reg3,Diesel_PP,Conversion,2310.0
544,2023,reg3,Diesel_PP,Conversion,2310.0
545,2024,reg3,Diesel_PP,Conversion,2310.0
546,2025,reg3,Diesel_PP,Conversion,2310.0
547,2026,reg3,Diesel_PP,Conversion,2310.0
548,2027,reg3,Diesel_PP,Conversion,2310.0
549,2028,reg3,Diesel_PP,Conversion,2310.0
550,2029,reg3,Diesel_PP,Conversion,2310.0
551,2030,reg3,Diesel_PP,Conversion,2310.0
552,2019,reg3,New_coal_PP,Conversion,0.0
553,2020,reg3,New_coal_PP,Conversion,0.0
554,2021,reg3,New_coal_PP,Conversion,0.0
555,2022,reg3,New_coal_PP,Conversion,0.0
556,2023,reg3,New_coal_PP,Conversion,0.0
557,2024,reg3,New_coal_PP,Conversion,0.0
558,2025,reg3,New_coal_PP,Conversion,0.0
559,2026,reg3,New_coal_PP,Conversion,0.0
560,2027,reg3,New_coal_PP,Conversion,0.0
561,2028,reg3,New_coal_PP,Conversion,0.0
562,2029,reg3,New_coal_PP,Conversion,0.0
563,2030,reg3,New_coal_PP,Conversion,0.0
564,2019,reg3,New_bio_PP,Conversion,0.0
565,2020,reg3,New_bio_PP,Conversion,376336.00912364246
566,2021,reg3,New_bio_PP,Conversion,376336.00912364246
567,2022,reg3,New_bio_PP,Conversion,376336.00912364246
568,2023,reg3,New_bio_PP,Conversion,376336.00912364246
569,2024,reg3,New_bio_PP,Conversion,376336.00912364246
570,2025,reg3,New_bio_PP,Conversion,376336.00912364246
571,2026,reg3,New_bio_PP,Conversion,376336.00912364246
572,2027,reg3,New_bio_PP,Conversion,376336.00912364246
573,2028,reg3,New_bio_PP,Conversion,376336.00912364246
574,2029,reg3,New_bio_PP,Conversion,376336.00912364246
575,2030,reg3,New_bio_PP,Conversion,376336.00912364246
576,2019,reg3,Elec_distribution,Transmission,1e+20
577,2020,reg3,Elec_distribution,Transmission,1e+20
578,2021,reg3,Elec_distribution,Transmission,1e+20
579,2022,reg3,Elec_distribution,Transmission,1e+20
580,2023,reg3,Elec_distribution,Transmission,1e+20
581,2024,reg3,Elec_distribution,Transmission,1e+20
582,2025,reg3,Elec_distribution,Transmission,1e+20
583,2026,reg3,Elec_distribution,Transmission,1e+20
584,2027,reg3,Elec_distribution,Transmission,1e+20
585,2028,reg3,Elec_distribution,Transmission,1e+20
586,2029,reg3,Elec_distribution,Transmission,1e+20
587,2030,reg3,Elec_distribution,Transmission,1e+20
