,Datetime,Region,Technology,Cost,Value
63,2022,reg1,Hydro_PP_2,fixed_cost,1800000.0
64,2023,reg1,Hydro_PP_2,fixed_cost,1800000.0
65,2024,reg1,Hydro_PP_2,fixed_cost,1800000.0
66,2025,reg1,Hydro_PP_2,fixed_cost,1800000.0
67,2026,reg1,Hydro_PP_2,fixed_cost,1800000.0
68,2027,reg1,Hydro_PP_2,fixed_cost,1800000.0
69,2028,reg1,Hydro_PP_2,fixed_cost,1800000.0
70,2029,reg1,Hydro_PP_2,fixed_cost,1800000.0
71,2030,reg1,Hydro_PP_2,fixed_cost,1800000.0
72,2019,reg1,Hydro_PP_3,fixed_cost,9720000.0
73,2020,reg1,Hydro_PP_3,fixed_cost,9720000.0
74,2021,reg1,Hydro_PP_3,fixed_cost,9720000.0
75,2022,reg1,Hydro_PP_3,fixed_cost,9720000.0
76,2023,reg1,Hydro_PP_3,fixed_cost,9720000.0
77,2024,reg1,Hydro_PP_3,fixed_cost,9720000.0
78,2025,reg1,Hydro_PP_3,fixed_cost,9720000.0
79,2026,reg1,Hydro_PP_3,fixed_cost,9720000.0
80,2027,reg1,Hydro_PP_3,fixed_cost,9720000.0
81,2028,reg1,Hydro_PP_3,fixed_cost,9720000.0
82,2029,reg1,Hydro_PP_3,fixed_cost,9720000.0
83,2030,reg1,Hydro_PP_3,fixed_cost,9720000.0
84,2019,reg1,Hydro_PP_4,fixed_cost,1800000.0
85,2020,reg1,Hydro_PP_4,fixed_cost,1800000.0
86,2021,reg1,Hydro_PP_4,fixed_cost,1800000.0
87,2022,reg1,Hydro_PP_4,fixed_cost,1800000.0
88,2023,reg1,Hydro_PP_4,fixed_cost,1800000.0
89,2024,reg1,Hydro_PP_4,fixed_cost,1800000.0
90,2025,reg1,Hydro_PP_4,fixed_cost,1800000.0
91,2026,reg1,Hydro_PP_4,fixed_cost,1800000.0
92,2027,reg1,Hydro_PP_4,fixed_cost,1800000.0
93,2028,reg1,Hydro_PP_4,fixed_cost,1800000.0
94,2029,reg1,Hydro_PP_4,fixed_cost,1800000.0
95,2030,reg1,Hydro_PP_4,fixed_cost,1800000.0
96,2019,reg1,Hydro_PP_5,fixed_cost,89100000.0
97,2020,reg1,Hydro_PP_5,fixed_cost,89100000.0
98,2021,reg1,Hydro_PP_5,fixed_cost,89100000.0
99,2022,reg1,Hydro_PP_5,fixed_cost,89100000.0
100,2023,reg1,Hydro_PP_5,fixed_cost,89100000.0
101,2024,reg1,Hydro_PP_5,fixed_cost,89100000.0
102,2025,reg1,Hydro_PP_5,fixed_cost,89100000.0
103,2026,reg1,Hydro_PP_5,fixed_cost,89100000.0
104,2027,reg1,Hydro_PP_5,fixed_cost,89100000.0
105,2028,reg1,Hydro_PP_5,fixed_cost,89100000.0
106,2029,reg1,Hydro_PP_5,fixed_cost,89100000.0
107,2030,reg1,Hydro_PP_5,fixed_cost,89100000.0
108,2019,reg1,Hydro_PP_6,fixed_cost,97200000.0
109,2020,reg1,Hydro_PP_6,fixed_cost,97200000.0
110,2021,reg1,Hydro_PP_6,fixed_cost,97200000.0
111,2022,reg1,Hydro_PP_6,fixed_cost,97200000.0
112,2023,reg1,Hydro_PP_6,fixed_cost,97200000.0
113,2024,reg1,Hydro_PP_6,fixed_cost,97200000.0
114,2025,reg1,Hydro_PP_6,fixed_cost,97200000.0
115,2026,reg1,Hydro_PP_6,fixed_cost,97200000.0
116,2027,reg1,Hydro_PP_6,fixed_cost,97200000.0
117,2028,reg1,Hydro_PP_6,fixed_cost,97200000.0
118,2029,reg1,Hydro_PP_6,fixed_cost,97200000.0
119,2030,reg1,Hydro_PP_6,fixed_cost,97200000.0
120,2019,reg1,Hydro_PP_7,fixed_cost,1350000.0
121,2020,reg1,Hydro_PP_7,fixed_cost,1350000.0
122,2021,reg1,Hydro_PP_7,fixed_cost,1350000.0
123,2022,reg1,Hydro_PP_7,fixed_cost,1350000.0
124,2023,reg1,Hydro_PP_7,fixed_cost,1350000.0
125,2024,reg1,Hydro_PP_7,fixed_cost,1350000.0
126,2025,reg1,Hydro_PP_7,fixed_cost,1350000.0
127,2026,reg1,Hydro_PP_7,fixed_cost,1350000.0
128,2027,reg1,Hydro_PP_7,fixed_cost,1350000.0
129,2028,reg1,Hydro_PP_7,fixed_cost,1350000.0
130,2029,reg1,Hydro_PP_7,fixed_cost,1350000.0
131,2030,reg1,Hydro_PP_7,fixed_cost,1350000.0
132,2019,reg1,Hydro_PP_8,fixed_cost,1110000.0
133,2020,reg1,Hydro_PP_8,fixed_cost,1110000.0
134,2021,reg1,Hydro_PP_8,fixed_cost,1110000.0
135,2022,reg1,Hydro_PP_8,fixed_cost,1110000.0
136,2023,reg1,Hydro_PP_8,fixed_cost,1110000.0
137,2024,reg1,Hydro_PP_8,fixed_cost,1110000.0
138,2025,reg1,Hydro_PP_8,fixed_cost,1110000.0
139,2026,reg1,Hydro_PP_8,fixed_cost,1110000.0
140,2027,reg1,Hydro_PP_8,fixed_cost,1110000.0
141,2028,reg1,Hydro_PP_8,fixed_cost,1110000.0
142,2029,reg1,Hydro_PP_8,fixed_cost,1110000.0
143,2030,reg1,Hydro_PP_8,fixed_cost,1110000.0
144,2019,reg1,Hydro_PP_9,fixed_cost,2025000.0
145,2020,reg1,Hydro_PP_9,fixed_cost,2025000.0
146,2021,reg1,Hydro_PP_9,fixed_cost,2025000.0
147,2022,reg1,Hydro_PP_9,fixed_cost,2025000.0
148,2023,reg1,Hydro_PP_9,fixed_cost,2025000.0
149,2024,reg1,Hydro_PP_9,fixed_cost,2025000.0
150,2025,reg1,Hydro_PP_9,fixed_cost,2025000.0
151,2026,reg1,Hydro_PP_9,fixed_cost,2025000.0
152,2027,reg1,Hydro_PP_9,fixed_cost,2025000.0
153,2028,reg1,Hydro_PP_9,fixed_cost,2025000.0
154,2029,reg1,Hydro_PP_9,fixed_cost,2025000.0
155,2030,reg1,Hydro_PP_9,fixed_cost,2025000.0
156,2019,reg1,Hydro_PP_10,fixed_cost,8250000.0
157,2020,reg1,Hydro_PP_10,fixed_cost,8250000.0
158,2021,reg1,Hydro_PP_10,fixed_cost,8250000.0
159,2022,reg1,Hydro_PP_10,fixed_cost,8250000.0
160,2023,reg1,Hydro_PP_10,fixed_cost,8250000.0
161,2024,reg1,Hydro_PP_10,fixed_cost,8250000.0
162,2025,reg1,Hydro_PP_10,fixed_cost,8250000.0
163,2026,reg1,Hydro_PP_10,fixed_cost,8250000.0
164,2027,reg1,Hydro_PP_10,fixed_cost,8250000.0
165,2028,reg1,Hydro_PP_10,fixed_cost,8250000.0
166,2029,reg1,Hydro_PP_10,fixed_cost,8250000.0
167,2030,reg1,Hydro_PP_10,fixed_cost,8250000.0
168,2019,reg1,PV_PP,fixed_cost,1584000.0
169,2020,reg1,PV_PP,fixed_cost,1584000.0
170,2021,reg1,PV_PP,fixed_cost,1584000.0
171,2022,reg1,PV_PP,fixed_cost,1584000.0
172,2023,reg1,PV_PP,fixed_cost,1584000.0
173,2024,reg1,PV_PP,fixed_cost,1584000.0
174,2025,reg1,PV_PP,fixed_cost,1584000.0
175,2026,reg1,PV_PP,fixed_cost,1584000.0
176,2027,reg1,PV_PP,fixed_cost,1584000.0
177,2028,reg1,PV_PP,fixed_cost,1584000.0
178,2029,reg1,PV_PP,fixed_cost,1584000.0
179,2030,reg1,PV_PP,fixed_cost,1584000.0
180,2019,reg1,Commited_hydro_PP,fixed_cost,0.0
181,2020,reg1,Commited_hydro_PP,fixed_cost,0.0
182,2021,reg1,Commited_hydro_PP,fixed_cost,0.0
183,2022,reg1,Commited_hydro_PP,fixed_cost,0.0
184,2023,reg1,Commited_hydro_PP,fixed_cost,0.0
185,2024,reg1,Commited_hydro_PP,fixed_cost,0.0
186,2025,reg1,Commited_hydro_PP,fixed_cost,0.0
187,2026,reg1,Commited_hydro_PP,fixed_cost,0.0
188,2027,reg1,Commited_hydro_PP,fixed_cost,0.0
189,2028,reg1,Commited_hydro_PP,fixed_cost,0.0
190,2029,reg1,Commited_hydro_PP,fixed_cost,94319028.26238973
191,2030,reg1,Commited_hydro_PP,fixed_cost,117090000.0
192,2019,reg1,Commited_PV_PP,fixed_cost,0.0
193,2020,reg1,Commited_PV_PP,fixed_cost,0.0
194,2021,reg1,Commited_PV_PP,fixed_cost,0.0
195,2022,reg1,Commited_PV_PP,fixed_cost,0.0
196,2023,reg1,Commited_PV_PP,fixed_cost,0.0
197,2024,reg1,Commited_PV_PP,fixed_cost,0.0
198,2025,reg1,Commited_PV_PP,fixed_cost,0.0
199,2026,reg1,Commited_PV_PP,fixed_cost,0.0
200,2027,reg1,Commited_PV_PP,fixed_cost,0.0
201,2028,reg1,Commited_PV_PP,fixed_cost,0.0
202,2029,reg1,Commited_PV_PP,fixed_cost,0.0
203,2030,reg1,Commited_PV_PP,fixed_cost,11160000.0
204,2019,reg1,Commited_wind_PP,fixed_cost,0.0
205,2020,reg1,Commited_wind_PP,fixed_cost,0.0
206,2021,reg1,Commited_wind_PP,fixed_cost,0.0
207,2022,reg1,Commited_wind_PP,fixed_cost,0.0
208,2023,reg1,Commited_wind_PP,fixed_cost,0.0
209,2024,reg1,Commited_wind_PP,fixed_cost,0.0
210,2025,reg1,Commited_wind_PP,fixed_cost,11382536.879161365
211,2026,reg1,Commited_wind_PP,fixed_cost,19800000.0
212,2027,reg1,Commited_wind_PP,fixed_cost,19800000.0
213,2028,reg1,Commited_wind_PP,fixed_cost,19800000.0
214,2029,reg1,Commited_wind_PP,fixed_cost,19800000.0
215,2030,reg1,Commited_wind_PP,fixed_cost,19800000.0
216,2019,reg1,Commited_geo_PP,fixed_cost,0.0
217,2020,reg1,Commited_geo_PP,fixed_cost,0.0
218,2021,reg1,Commited_geo_PP,fixed_cost,0.0
219,2022,reg1,Commited_geo_PP,fixed_cost,0.0
220,2023,reg1,Commited_geo_PP,fixed_cost,0.0
221,2024,reg1,Commited_geo_PP,fixed_cost,1200000.0
222,2025,reg1,Commited_geo_PP,fixed_cost,1200000.0
223,2026,reg1,Commited_geo_PP,fixed_cost,1200000.0
224,2027,reg1,Commited_geo_PP,fixed_cost,1200000.0
225,2028,reg1,Commited_geo_PP,fixed_cost,1200000.0
226,2029,reg1,Commited_geo_PP,fixed_cost,1200000.0
227,2030,reg1,Commited_geo_PP,fixed_cost,1200000.0
228,2019,reg1,New_hydro_PP,fixed_cost,0.0
229,2020,reg1,New_hydro_PP,fixed_cost,0.0
230,2021,reg1,New_hydro_PP,fixed_cost,0.0
231,2022,reg1,New_hydro_PP,fixed_cost,0.0
232,2023,reg1,New_hydro_PP,fixed_cost,0.0
233,2024,reg1,New_hydro_PP,fixed_cost,0.0
234,2025,reg1,New_hydro_PP,fixed_cost,0.0
235,2026,reg1,New_hydro_PP,fixed_cost,19162924.243547484
236,2027,reg1,New_hydro_PP,fixed_cost,78515591.76669328
237,2028,reg1,New_hydro_PP,fixed_cost,160827215.63118723
238,2029,reg1,New_hydro_PP,fixed_cost,160827215.63118723
239,2030,reg1,New_hydro_PP,fixed_cost,387229705.5606838
240,2019,reg1,New_PV_PP,fixed_cost,0.0
241,2020,reg1,New_PV_PP,fixed_cost,866355.1981730502
242,2021,reg1,New_PV_PP,fixed_cost,3831628.402074629
243,2022,reg1,New_PV_PP,fixed_cost,9231628.40207463
244,2023,reg1,New_PV_PP,fixed_cost,14631628.40207463
245,2024,reg1,New_PV_PP,fixed_cost,20031628.402074628
246,2025,reg1,New_PV_PP,fixed_cost,25431628.402074628
247,2026,reg1,New_PV_PP,fixed_cost,30831628.402074628
248,2027,reg1,New_PV_PP,fixed_cost,36231628.402074635
249,2028,reg1,New_PV_PP,fixed_cost,41631628.40207463
250,2029,reg1,New_PV_PP,fixed_cost,47031628.40207463
251,2030,reg1,New_PV_PP,fixed_cost,52431628.40207463
252,2019,reg1,New_wind_PP,fixed_cost,0.0
253,2020,reg1,New_wind_PP,fixed_cost,12000000.0
254,2021,reg1,New_wind_PP,fixed_cost,24000000.0
255,2022,reg1,New_wind_PP,fixed_cost,36000000.0
256,2023,reg1,New_wind_PP,fixed_cost,48000000.0
257,2024,reg1,New_wind_PP,fixed_cost,60000000.0
258,2025,reg1,New_wind_PP,fixed_cost,72000000.0
259,2026,reg1,New_wind_PP,fixed_cost,84000000.0
260,2027,reg1,New_wind_PP,fixed_cost,96000000.0
261,2028,reg1,New_wind_PP,fixed_cost,108000000.0
262,2029,reg1,New_wind_PP,fixed_cost,120000000.0
263,2030,reg1,New_wind_PP,fixed_cost,132000000.0
264,2019,reg1,New_geo_PP,fixed_cost,0.0
265,2020,reg1,New_geo_PP,fixed_cost,0.0
266,2021,reg1,New_geo_PP,fixed_cost,0.0
267,2022,reg1,New_geo_PP,fixed_cost,0.0
268,2023,reg1,New_geo_PP,fixed_cost,0.0
269,2024,reg1,New_geo_PP,fixed_cost,4800000.0
270,2025,reg1,New_geo_PP,fixed_cost,4800000.0
271,2026,reg1,New_geo_PP,fixed_cost,4800000.0
272,2027,reg1,New_geo_PP,fixed_cost,4800000.0
273,2028,reg1,New_geo_PP,fixed_cost,4800000.0
274,2029,reg1,New_geo_PP,fixed_cost,4800000.0
275,2030,reg1,New_geo_PP,fixed_cost,4800000.0
276,2019,reg1,Coal_PP,fixed_cost,23400000.0
277,2020,reg1,Coal_PP,fixed_cost,23400000.0
278,2021,reg1,Coal_PP,fixed_cost,23400000.0
279,2022,reg1,Coal_PP,fixed_cost,23400000.0
280,2023,reg1,Coal_PP,fixed_cost,23400000.0
281,2024,reg1,Coal_PP,fixed_cost,23400000.0
282,2025,reg1,Coal_PP,fixed_cost,23400000.0
283,2026,reg1,Coal_PP,fixed_cost,23400000.0
284,2027,reg1,Coal_PP,fixed_cost,23400000.0
285,2028,reg1,Coal_PP,fixed_cost,23400000.0
286,2029,reg1,Coal_PP,fixed_cost,23400000.0
287,2030,reg1,Coal_PP,fixed_cost,23400000.0
288,2019,reg1,Diesel_PP,fixed_cost,3082100.0
289,2020,reg1,Diesel_PP,fixed_cost,3082100.0
290,2021,reg1,Diesel_PP,fixed_cost,3082100.0
291,2022,reg1,Diesel_PP,fixed_cost,3082100.0
292,2023,reg1,Diesel_PP,fixed_cost,3082100.0
293,2024,reg1,Diesel_PP,fixed_cost,3082100.0
294,2025,reg1,Diesel_PP,fixed_cost,3082100.0
295,2026,reg1,Diesel_PP,fixed_cost,3082100.0
296,2027,reg1,Diesel_PP,fixed_cost,3082100.0
297,2028,reg1,Diesel_PP,fixed_cost,3082100.0
298,2029,reg1,Diesel_PP,fixed_cost,3082100.0
299,2030,reg1,Diesel_PP,fixed_cost,3082100.0
300,2019,reg1,HFO_PP,fixed_cost,4725000.0
301,2020,reg1,HFO_PP,fixed_cost,4725000.0
302,2021,reg1,HFO_PP,fixed_cost,4725000.0
303,2022,reg1,HFO_PP,fixed_cost,4725000.0
304,2023,reg1,HFO_PP,fixed_cost,4725000.0
305,2024,reg1,HFO_PP,fixed_cost,4725000.0
306,2025,reg1,HFO_PP,fixed_cost,4725000.0
307,2026,reg1,HFO_PP,fixed_cost,4725000.0
308,2027,reg1,HFO_PP,fixed_cost,4725000.0
309,2028,reg1,HFO_PP,fixed_cost,4725000.0
310,2029,reg1,HFO_PP,fixed_cost,4725000.0
311,2030,reg1,HFO_PP,fixed_cost,4725000.0
312,2019,reg1,Bio_PP,fixed_cost,300000.0
313,2020,reg1,Bio_PP,fixed_cost,300000.0
314,2021,reg1,Bio_PP,fixed_cost,300000.0
315,2022,reg1,Bio_PP,fixed_cost,300000.0
316,2023,reg1,Bio_PP,fixed_cost,300000.0
317,2024,reg1,Bio_PP,fixed_cost,300000.0
318,2025,reg1,Bio_PP,fixed_cost,300000.0
319,2026,reg1,Bio_PP,fixed_cost,300000.0
320,2027,reg1,Bio_PP,fixed_cost,300000.0
321,2028,reg1,Bio_PP,fixed_cost,300000.0
322,2029,reg1,Bio_PP,fixed_cost,300000.0
323,2030,reg1,Bio_PP,fixed_cost,300000.0
324,2019,reg1,New_coal_PP,fixed_cost,0.0
325,2020,reg1,New_coal_PP,fixed_cost,0.0
326,2021,reg1,New_coal_PP,fixed_cost,0.0
327,2022,reg1,New_coal_PP,fixed_cost,0.0
328,2023,reg1,New_coal_PP,fixed_cost,0.0
329,2024,reg1,New_coal_PP,fixed_cost,0.0
330,2025,reg1,New_coal_PP,fixed_cost,0.0
331,2026,reg1,New_coal_PP,fixed_cost,0.0
332,2027,reg1,New_coal_PP,fixed_cost,0.0
333,2028,reg1,New_coal_PP,fixed_cost,0.0
334,2029,reg1,New_coal_PP,fixed_cost,0.0
335,2030,reg1,New_coal_PP,fixed_cost,0.0
336,2019,reg1,New_bio_PP,fixed_cost,0.0
337,2020,reg1,New_bio_PP,fixed_cost,0.0
338,2021,reg1,New_bio_PP,fixed_cost,0.0
339,2022,reg1,New_bio_PP,fixed_cost,0.0
340,2023,reg1,New_bio_PP,fixed_cost,0.0
341,2024,reg1,New_bio_PP,fixed_cost,0.0
342,2025,reg1,New_bio_PP,fixed_cost,0.0
343,2026,reg1,New_bio_PP,fixed_cost,0.0
344,2027,reg1,New_bio_PP,fixed_cost,0.0
345,2028,reg1,New_bio_PP,fixed_cost,0.0
346,2029,reg1,New_bio_PP,fixed_cost,0.0
347,2030,reg1,New_bio_PP,fixed_cost,0.0
348,2019,reg1,Elec_distribution,fixed_cost,0.0
349,2020,reg1,Elec_distribution,fixed_cost,0.0
350,2021,reg1,Elec_distribution,fixed_cost,0.0
351,2022,reg1,Elec_distribution,fixed_cost,0.0
352,2023,reg1,Elec_distribution,fixed_cost,0.0
353,2024,reg1,Elec_distribution,fixed_cost,0.0
354,2025,reg1,Elec_distribution,fixed_cost,0.0
355,2026,reg1,Elec_distribution,fixed_cost,0.0
356,2027,reg1,Elec_distribution,fixed_cost,0.0
357,2028,reg1,Elec_distribution,fixed_cost,0.0
358,2029,reg1,Elec_distribution,fixed_cost,0.0
359,2030,reg1,Elec_distribution,fixed_cost,0.0
360,2019,reg2,Diesel_supply,fixed_cost,0.0
361,2020,reg2,Diesel_supply,fixed_cost,0.0
362,2021,reg2,Diesel_supply,fixed_cost,0.0
363,2022,reg2,Diesel_supply,fixed_cost,0.0
364,2023,reg2,Diesel_supply,fixed_cost,0.0
365,2024,reg2,Diesel_supply,fixed_cost,0.0
366,2025,reg2,Diesel_supply,fixed_cost,0.0
367,2026,reg2,Diesel_supply,fixed_cost,0.0
368,2027,reg2,Diesel_supply,fixed_cost,0.0
369,2028,reg2,Diesel_supply,fixed_cost,0.0
370,2029,reg2,Diesel_supply,fixed_cost,0.0
371,2030,reg2,Diesel_supply,fixed_cost,0.0
372,2019,reg2,Minigrid_PV_1,fixed_cost,0.0
373,2020,reg2,Minigrid_PV_1,fixed_cost,90000.0
374,2021,reg2,Minigrid_PV_1,fixed_cost,135000.0
375,2022,reg2,Minigrid_PV_1,fixed_cost,180000.0
376,2023,reg2,Minigrid_PV_1,fixed_cost,225000.0
377,2024,reg2,Minigrid_PV_1,fixed_cost,270000.0
378,2025,reg2,Minigrid_PV_1,fixed_cost,360000.0
379,2026,reg2,Minigrid_PV_1,fixed_cost,450000.0
380,2027,reg2,Minigrid_PV_1,fixed_cost,540000.0
381,2028,reg2,Minigrid_PV_1,fixed_cost,630000.0
382,2029,reg2,Minigrid_PV_1,fixed_cost,720000.0
383,2030,reg2,Minigrid_PV_1,fixed_cost,810000.0
384,2019,reg2,Minigrid_wind_1,fixed_cost,0.0
385,2020,reg2,Minigrid_wind_1,fixed_cost,300000.0
386,2021,reg2,Minigrid_wind_1,fixed_cost,450000.0
387,2022,reg2,Minigrid_wind_1,fixed_cost,600000.0
388,2023,reg2,Minigrid_wind_1,fixed_cost,750000.0
389,2024,reg2,Minigrid_wind_1,fixed_cost,900000.0
390,2025,reg2,Minigrid_wind_1,fixed_cost,1200000.0
391,2026,reg2,Minigrid_wind_1,fixed_cost,1500000.0
392,2027,reg2,Minigrid_wind_1,fixed_cost,1800000.0
393,2028,reg2,Minigrid_wind_1,fixed_cost,2100000.0
394,2029,reg2,Minigrid_wind_1,fixed_cost,2400000.0
395,2030,reg2,Minigrid_wind_1,fixed_cost,2700000.0
396,2019,reg2,Minigrid_PV_2,fixed_cost,0.0
397,2020,reg2,Minigrid_PV_2,fixed_cost,90000.0
398,2021,reg2,Minigrid_PV_2,fixed_cost,135000.0
399,2022,reg2,Minigrid_PV_2,fixed_cost,180000.0
400,2023,reg2,Minigrid_PV_2,fixed_cost,225000.0
401,2024,reg2,Minigrid_PV_2,fixed_cost,270000.0
402,2025,reg2,Minigrid_PV_2,fixed_cost,360000.0
403,2026,reg2,Minigrid_PV_2,fixed_cost,450000.0
404,2027,reg2,Minigrid_PV_2,fixed_cost,540000.0
405,2028,reg2,Minigrid_PV_2,fixed_cost,630000.0
406,2029,reg2,Minigrid_PV_2,fixed_cost,720000.0
407,2030,reg2,Minigrid_PV_2,fixed_cost,810000.0
408,2019,reg2,Minigrid_wind_2,fixed_cost,0.0
409,2020,reg2,Minigrid_wind_2,fixed_cost,300000.0
410,2021,reg2,Minigrid_wind_2,fixed_cost,450000.0
411,2022,reg2,Minigrid_wind_2,fixed_cost,600000.0
412,2023,reg2,Minigrid_wind_2,fixed_cost,750000.0
413,2024,reg2,Minigrid_wind_2,fixed_cost,900000.0
414,2025,reg2,Minigrid_wind_2,fixed_cost,1200000.0
415,2026,reg2,Minigrid_wind_2,fixed_cost,1500000.0
416,2027,reg2,Minigrid_wind_2,fixed_cost,1800000.0
417,2028,reg2,Minigrid_wind_2,fixed_cost,2100000.0
418,2029,reg2,Minigrid_wind_2,fixed_cost,2400000.0
419,2030,reg2,Minigrid_wind_2,fixed_cost,2700000.0
420,2019,reg2,Minigrid_PV_3,fixed_cost,0.0
421,2020,reg2,Minigrid_PV_3,fixed_cost,90000.0
422,2021,reg2,Minigrid_PV_3,fixed_cost,135000.0
423,2022,reg2,Minigrid_PV_3,fixed_cost,180000.0
424,2023,reg2,Minigrid_PV_3,fixed_cost,225000.0
425,2024,reg2,Minigrid_PV_3,fixed_cost,270000.0
426,2025,reg2,Minigrid_PV_3,fixed_cost,360000.0
427,2026,reg2,Minigrid_PV_3,fixed_cost,450000.0
428,2027,reg2,Minigrid_PV_3,fixed_cost,540000.0
429,2028,reg2,Minigrid_PV_3,fixed_cost,630000.0
430,2029,reg2,Minigrid_PV_3,fixed_cost,720000.0
431,2030,reg2,Minigrid_PV_3,fixed_cost,810000.0
432,2019,reg2,Minigrid_wind_3,fixed_cost,0.0
433,2020,reg2,Minigrid_wind_3,fixed_cost,300000.0
434,2021,reg2,Minigrid_wind_3,fixed_cost,450000.0
435,2022,reg2,Minigrid_wind_3,fixed_cost,600000.0
436,2023,reg2,Minigrid_wind_3,fixed_cost,750000.0
437,2024,reg2,Minigrid_wind_3,fixed_cost,900000.0
438,2025,reg2,Minigrid_wind_3,fixed_cost,1200000.0
439,2026,reg2,Minigrid_wind_3,fixed_cost,1500000.0
440,2027,reg2,Minigrid_wind_3,fixed_cost,1800000.0
441,2028,reg2,Minigrid_wind_3,fixed_cost,2100000.0
442,2029,reg2,Minigrid_wind_3,fixed_cost,2400000.0
443,2030,reg2,Minigrid_wind_3,fixed_cost,2700000.0
444,2019,reg2,Minigrid_diesel_1,fixed_cost,0.0
445,2020,reg2,Minigrid_diesel_1,fixed_cost,75000.0
446,2021,reg2,Minigrid_diesel_1,fixed_cost,75000.0
447,2022,reg2,Minigrid_diesel_1,fixed_cost,75000.0
448,2023,reg2,Minigrid_diesel_1,fixed_cost,75000.0
449,2024,reg2,Minigrid_diesel_1,fixed_cost,75000.0
450,2025,reg2,Minigrid_diesel_1,fixed_cost,75000.0
451,2026,reg2,Minigrid_diesel_1,fixed_cost,75000.0
452,2027,reg2,Minigrid_diesel_1,fixed_cost,75000.0
453,2028,reg2,Minigrid_diesel_1,fixed_cost,75000.0
454,2029,reg2,Minigrid_diesel_1,fixed_cost,75000.0
455,2030,reg2,Minigrid_diesel_1,fixed_cost,75000.0
456,2019,reg2,Minigrid_diesel_2,fixed_cost,0.0
