,Year,Timesteps,From reg,To reg,Carrier,Value
2714,2024,3,reg1,reg3,Biofuel,0.0
2715,2024,4,reg1,reg3,Biofuel,0.0
2716,2024,5,reg1,reg3,Biofuel,0.0
2717,2024,6,reg1,reg3,Biofuel,0.0
2718,2024,7,reg1,reg3,Biofuel,0.0
2719,2024,8,reg1,reg3,Biofuel,0.0
2720,2024,9,reg1,reg3,Biofuel,0.0
2721,2024,10,reg1,reg3,Biofuel,0.0
2722,2024,11,reg1,reg3,Biofuel,0.0
2723,2024,12,reg1,reg3,Biofuel,0.0
2724,2024,13,reg1,reg3,Biofuel,0.0
2725,2024,14,reg1,reg3,Biofuel,0.0
2726,2024,15,reg1,reg3,Biofuel,0.0
2727,2024,16,reg1,reg3,Biofuel,0.0
2728,2024,17,reg1,reg3,Biofuel,0.0
2729,2024,18,reg1,reg3,Biofuel,0.0
2730,2024,19,reg1,reg3,Biofuel,0.0
2731,2024,20,reg1,reg3,Biofuel,0.0
2732,2024,21,reg1,reg3,Biofuel,0.0
2733,2024,22,reg1,reg3,Biofuel,0.0
2734,2024,23,reg1,reg3,Biofuel,0.0
2735,2024,24,reg1,reg3,Biofuel,0.0
2736,2025,1,reg1,reg3,Biofuel,0.0
2737,2025,2,reg1,reg3,Biofuel,0.0
2738,2025,3,reg1,reg3,Biofuel,0.0
2739,2025,4,reg1,reg3,Biofuel,0.0
2740,2025,5,reg1,reg3,Biofuel,0.0
2741,2025,6,reg1,reg3,Biofuel,0.0
2742,2025,7,reg1,reg3,Biofuel,0.0
2743,2025,8,reg1,reg3,Biofuel,0.0
2744,2025,9,reg1,reg3,Biofuel,0.0
2745,2025,10,reg1,reg3,Biofuel,0.0
2746,2025,11,reg1,reg3,Biofuel,0.0
2747,2025,12,reg1,reg3,Biofuel,0.0
2748,2025,13,reg1,reg3,Biofuel,0.0
2749,2025,14,reg1,reg3,Biofuel,0.0
2750,2025,15,reg1,reg3,Biofuel,0.0
2751,2025,16,reg1,reg3,Biofuel,0.0
2752,2025,17,reg1,reg3,Biofuel,0.0
2753,2025,18,reg1,reg3,Biofuel,0.0
2754,2025,19,reg1,reg3,Biofuel,0.0
2755,2025,20,reg1,reg3,Biofuel,0.0
2756,2025,21,reg1,reg3,Biofuel,0.0
2757,2025,22,reg1,reg3,Biofuel,0.0
2758,2025,23,reg1,reg3,Biofuel,0.0
2759,2025,24,reg1,reg3,Biofuel,0.0
2760,2026,1,reg1,reg3,Biofuel,0.0
2761,2026,2,reg1,reg3,Biofuel,0.0
2762,2026,3,reg1,reg3,Biofuel,0.0
2763,2026,4,reg1,reg3,Biofuel,0.0
2764,2026,5,reg1,reg3,Biofuel,0.0
2765,2026,6,reg1,reg3,Biofuel,0.0
2766,2026,7,reg1,reg3,Biofuel,0.0
2767,2026,8,reg1,reg3,Biofuel,0.0
2768,2026,9,reg1,reg3,Biofuel,0.0
2769,2026,10,reg1,reg3,Biofuel,0.0
2770,2026,11,reg1,reg3,Biofuel,0.0
2771,2026,12,reg1,reg3,Biofuel,0.0
2772,2026,13,reg1,reg3,Biofuel,0.0
2773,2026,14,reg1,reg3,Biofuel,0.0
2774,2026,15,reg1,reg3,Biofuel,0.0
2775,2026,16,reg1,reg3,Biofuel,0.0
2776,2026,17,reg1,reg3,Biofuel,0.0
2777,2026,18,reg1,reg3,Biofuel,0.0
2778,2026,19,reg1,reg3,Biofuel,0.0
2779,2026,20,reg1,reg3,Biofuel,0.0
2780,2026,21,reg1,reg3,Biofuel,0.0
2781,2026,22,reg1,reg3,Biofuel,0.0
2782,2026,23,reg1,reg3,Biofuel,0.0
2783,2026,24,reg1,reg3,Biofuel,0.0
2784,2027,1,reg1,reg3,Biofuel,0.0
2785,2027,2,reg1,reg3,Biofuel,0.0
2786,2027,3,reg1,reg3,Biofuel,0.0
2787,2027,4,reg1,reg3,Biofuel,0.0
2788,2027,5,reg1,reg3,Biofuel,0.0
2789,2027,6,reg1,reg3,Biofuel,0.0
2790,2027,7,reg1,reg3,Biofuel,0.0
2791,2027,8,reg1,reg3,Biofuel,0.0
2792,2027,9,reg1,reg3,Biofuel,0.0
2793,2027,10,reg1,reg3,Biofuel,0.0
2794,2027,11,reg1,reg3,Biofuel,0.0
2795,2027,12,reg1,reg3,Biofuel,0.0
2796,2027,13,reg1,reg3,Biofuel,0.0
2797,2027,14,reg1,reg3,Biofuel,0.0
2798,2027,15,reg1,reg3,Biofuel,0.0
2799,2027,16,reg1,reg3,Biofuel,0.0
2800,2027,17,reg1,reg3,Biofuel,0.0
2801,2027,18,reg1,reg3,Biofuel,0.0
2802,2027,19,reg1,reg3,Biofuel,0.0
2803,2027,20,reg1,reg3,Biofuel,0.0
2804,2027,21,reg1,reg3,Biofuel,0.0
2805,2027,22,reg1,reg3,Biofuel,0.0
2806,2027,23,reg1,reg3,Biofuel,0.0
2807,2027,24,reg1,reg3,Biofuel,0.0
2808,2028,1,reg1,reg3,Biofuel,0.0
2809,2028,2,reg1,reg3,Biofuel,0.0
2810,2028,3,reg1,reg3,Biofuel,0.0
2811,2028,4,reg1,reg3,Biofuel,0.0
2812,2028,5,reg1,reg3,Biofuel,0.0
2813,2028,6,reg1,reg3,Biofuel,0.0
2814,2028,7,reg1,reg3,Biofuel,0.0
2815,2028,8,reg1,reg3,Biofuel,0.0
2816,2028,9,reg1,reg3,Biofuel,0.0
2817,2028,10,reg1,reg3,Biofuel,0.0
2818,2028,11,reg1,reg3,Biofuel,0.0
2819,2028,12,reg1,reg3,Biofuel,0.0
2820,2028,13,reg1,reg3,Biofuel,0.0
2821,2028,14,reg1,reg3,Biofuel,0.0
2822,2028,15,reg1,reg3,Biofuel,0.0
2823,2028,16,reg1,reg3,Biofuel,0.0
2824,2028,17,reg1,reg3,Biofuel,0.0
2825,2028,18,reg1,reg3,Biofuel,0.0
2826,2028,19,reg1,reg3,Biofuel,0.0
2827,2028,20,reg1,reg3,Biofuel,0.0
2828,2028,21,reg1,reg3,Biofuel,0.0
2829,2028,22,reg1,reg3,Biofuel,0.0
2830,2028,23,reg1,reg3,Biofuel,0.0
2831,2028,24,reg1,reg3,Biofuel,0.0
2832,2029,1,reg1,reg3,Biofuel,0.0
2833,2029,2,reg1,reg3,Biofuel,0.0
2834,2029,3,reg1,reg3,Biofuel,0.0
2835,2029,4,reg1,reg3,Biofuel,0.0
2836,2029,5,reg1,reg3,Biofuel,0.0
2837,2029,6,reg1,reg3,Biofuel,0.0
2838,2029,7,reg1,reg3,Biofuel,0.0
2839,2029,8,reg1,reg3,Biofuel,0.0
2840,2029,9,reg1,reg3,Biofuel,0.0
2841,2029,10,reg1,reg3,Biofuel,0.0
2842,2029,11,reg1,reg3,Biofuel,0.0
2843,2029,12,reg1,reg3,Biofuel,0.0
2844,2029,13,reg1,reg3,Biofuel,0.0
2845,2029,14,reg1,reg3,Biofuel,0.0
2846,2029,15,reg1,reg3,Biofuel,0.0
2847,2029,16,reg1,reg3,Biofuel,0.0
2848,2029,17,reg1,reg3,Biofuel,0.0
2849,2029,18,reg1,reg3,Biofuel,0.0
2850,2029,19,reg1,reg3,Biofuel,0.0
2851,2029,20,reg1,reg3,Biofuel,0.0
2852,2029,21,reg1,reg3,Biofuel,0.0
2853,2029,22,reg1,reg3,Biofuel,0.0
2854,2029,23,reg1,reg3,Biofuel,0.0
2855,2029,24,reg1,reg3,Biofuel,0.0
2856,2030,1,reg1,reg3,Biofuel,0.0
2857,2030,2,reg1,reg3,Biofuel,0.0
2858,2030,3,reg1,reg3,Biofuel,0.0
2859,2030,4,reg1,reg3,Biofuel,0.0
2860,2030,5,reg1,reg3,Biofuel,0.0
2861,2030,6,reg1,reg3,Biofuel,0.0
2862,2030,7,reg1,reg3,Biofuel,0.0
2863,2030,8,reg1,reg3,Biofuel,0.0
2864,2030,9,reg1,reg3,Biofuel,0.0
2865,2030,10,reg1,reg3,Biofuel,0.0
2866,2030,11,reg1,reg3,Biofuel,0.0
2867,2030,12,reg1,reg3,Biofuel,0.0
2868,2030,13,reg1,reg3,Biofuel,0.0
2869,2030,14,reg1,reg3,Biofuel,0.0
2870,2030,15,reg1,reg3,Biofuel,0.0
2871,2030,16,reg1,reg3,Biofuel,0.0
2872,2030,17,reg1,reg3,Biofuel,0.0
2873,2030,18,reg1,reg3,Biofuel,0.0
2874,2030,19,reg1,reg3,Biofuel,0.0
2875,2030,20,reg1,reg3,Biofuel,0.0
2876,2030,21,reg1,reg3,Biofuel,0.0
2877,2030,22,reg1,reg3,Biofuel,0.0
2878,2030,23,reg1,reg3,Biofuel,0.0
2879,2030,24,reg1,reg3,Biofuel,0.0
2880,2019,1,reg1,reg3,Electricity,0.0
2881,2019,2,reg1,reg3,Electricity,0.0
2882,2019,3,reg1,reg3,Electricity,0.0
2883,2019,4,reg1,reg3,Electricity,0.0
2884,2019,5,reg1,reg3,Electricity,0.0
2885,2019,6,reg1,reg3,Electricity,0.0
2886,2019,7,reg1,reg3,Electricity,0.0
2887,2019,8,reg1,reg3,Electricity,0.0
2888,2019,9,reg1,reg3,Electricity,0.0
2889,2019,10,reg1,reg3,Electricity,0.0
2890,2019,11,reg1,reg3,Electricity,0.0
2891,2019,12,reg1,reg3,Electricity,0.0
2892,2019,13,reg1,reg3,Electricity,0.0
2893,2019,14,reg1,reg3,Electricity,0.0
2894,2019,15,reg1,reg3,Electricity,0.0
2895,2019,16,reg1,reg3,Electricity,0.0
2896,2019,17,reg1,reg3,Electricity,0.0
2897,2019,18,reg1,reg3,Electricity,0.0
2898,2019,19,reg1,reg3,Electricity,0.0
2899,2019,20,reg1,reg3,Electricity,0.0
2900,2019,21,reg1,reg3,Electricity,0.0
2901,2019,22,reg1,reg3,Electricity,0.0
2902,2019,23,reg1,reg3,Electricity,0.0
2903,2019,24,reg1,reg3,Electricity,0.0
2904,2020,1,reg1,reg3,Electricity,0.0
2905,2020,2,reg1,reg3,Electricity,0.0
2906,2020,3,reg1,reg3,Electricity,0.0
2907,2020,4,reg1,reg3,Electricity,0.0
2908,2020,5,reg1,reg3,Electricity,0.0
2909,2020,6,reg1,reg3,Electricity,0.0
2910,2020,7,reg1,reg3,Electricity,0.0
2911,2020,8,reg1,reg3,Electricity,0.0
2912,2020,9,reg1,reg3,Electricity,0.0
2913,2020,10,reg1,reg3,Electricity,0.0
2914,2020,11,reg1,reg3,Electricity,0.0
2915,2020,12,reg1,reg3,Electricity,0.0
2916,2020,13,reg1,reg3,Electricity,0.0
2917,2020,14,reg1,reg3,Electricity,0.0
2918,2020,15,reg1,reg3,Electricity,0.0
2919,2020,16,reg1,reg3,Electricity,0.0
2920,2020,17,reg1,reg3,Electricity,0.0
2921,2020,18,reg1,reg3,Electricity,0.0
2922,2020,19,reg1,reg3,Electricity,0.0
2923,2020,20,reg1,reg3,Electricity,0.0
2924,2020,21,reg1,reg3,Electricity,0.0
2925,2020,22,reg1,reg3,Electricity,0.0
2926,2020,23,reg1,reg3,Electricity,0.0
2927,2020,24,reg1,reg3,Electricity,0.0
2928,2021,1,reg1,reg3,Electricity,0.0
2929,2021,2,reg1,reg3,Electricity,0.0
2930,2021,3,reg1,reg3,Electricity,0.0
2931,2021,4,reg1,reg3,Electricity,0.0
2932,2021,5,reg1,reg3,Electricity,0.0
2933,2021,6,reg1,reg3,Electricity,0.0
2934,2021,7,reg1,reg3,Electricity,0.0
2935,2021,8,reg1,reg3,Electricity,0.0
2936,2021,9,reg1,reg3,Electricity,0.0
2937,2021,10,reg1,reg3,Electricity,0.0
2938,2021,11,reg1,reg3,Electricity,0.0
2939,2021,12,reg1,reg3,Electricity,0.0
2940,2021,13,reg1,reg3,Electricity,0.0
2941,2021,14,reg1,reg3,Electricity,0.0
2942,2021,15,reg1,reg3,Electricity,0.0
2943,2021,16,reg1,reg3,Electricity,0.0
2944,2021,17,reg1,reg3,Electricity,0.0
2945,2021,18,reg1,reg3,Electricity,0.0
2946,2021,19,reg1,reg3,Electricity,0.0
2947,2021,20,reg1,reg3,Electricity,0.0
2948,2021,21,reg1,reg3,Electricity,0.0
2949,2021,22,reg1,reg3,Electricity,0.0
2950,2021,23,reg1,reg3,Electricity,0.0
2951,2021,24,reg1,reg3,Electricity,0.0
2952,2022,1,reg1,reg3,Electricity,0.0
2953,2022,2,reg1,reg3,Electricity,0.0
2954,2022,3,reg1,reg3,Electricity,0.0
2955,2022,4,reg1,reg3,Electricity,0.0
2956,2022,5,reg1,reg3,Electricity,0.0
2957,2022,6,reg1,reg3,Electricity,0.0
2958,2022,7,reg1,reg3,Electricity,0.0
2959,2022,8,reg1,reg3,Electricity,0.0
2960,2022,9,reg1,reg3,Electricity,0.0
2961,2022,10,reg1,reg3,Electricity,0.0
2962,2022,11,reg1,reg3,Electricity,0.0
2963,2022,12,reg1,reg3,Electricity,0.0
2964,2022,13,reg1,reg3,Electricity,0.0
2965,2022,14,reg1,reg3,Electricity,0.0
2966,2022,15,reg1,reg3,Electricity,0.0
2967,2022,16,reg1,reg3,Electricity,0.0
2968,2022,17,reg1,reg3,Electricity,0.0
2969,2022,18,reg1,reg3,Electricity,0.0
2970,2022,19,reg1,reg3,Electricity,0.0
2971,2022,20,reg1,reg3,Electricity,0.0
2972,2022,21,reg1,reg3,Electricity,0.0
2973,2022,22,reg1,reg3,Electricity,0.0
2974,2022,23,reg1,reg3,Electricity,0.0
2975,2022,24,reg1,reg3,Electricity,0.0
2976,2023,1,reg1,reg3,Electricity,0.0
2977,2023,2,reg1,reg3,Electricity,0.0
2978,2023,3,reg1,reg3,Electricity,0.0
2979,2023,4,reg1,reg3,Electricity,0.0
2980,2023,5,reg1,reg3,Electricity,0.0
2981,2023,6,reg1,reg3,Electricity,0.0
2982,2023,7,reg1,reg3,Electricity,0.0
2983,2023,8,reg1,reg3,Electricity,0.0
2984,2023,9,reg1,reg3,Electricity,0.0
2985,2023,10,reg1,reg3,Electricity,0.0
2986,2023,11,reg1,reg3,Electricity,0.0
2987,2023,12,reg1,reg3,Electricity,0.0
2988,2023,13,reg1,reg3,Electricity,0.0
2989,2023,14,reg1,reg3,Electricity,0.0
2990,2023,15,reg1,reg3,Electricity,0.0
2991,2023,16,reg1,reg3,Electricity,0.0
2992,2023,17,reg1,reg3,Electricity,0.0
2993,2023,18,reg1,reg3,Electricity,0.0
2994,2023,19,reg1,reg3,Electricity,0.0
2995,2023,20,reg1,reg3,Electricity,0.0
2996,2023,21,reg1,reg3,Electricity,0.0
2997,2023,22,reg1,reg3,Electricity,0.0
2998,2023,23,reg1,reg3,Electricity,0.0
2999,2023,24,reg1,reg3,Electricity,0.0
3000,2024,1,reg1,reg3,Electricity,0.0
3001,2024,2,reg1,reg3,Electricity,0.0
3002,2024,3,reg1,reg3,Electricity,0.0
3003,2024,4,reg1,reg3,Electricity,0.0
3004,2024,5,reg1,reg3,Electricity,0.0
3005,2024,6,reg1,reg3,Electricity,0.0
3006,2024,7,reg1,reg3,Electricity,0.0
3007,2024,8,reg1,reg3,Electricity,0.0
3008,2024,9,reg1,reg3,Electricity,0.0
3009,2024,10,reg1,reg3,Electricity,0.0
3010,2024,11,reg1,reg3,Electricity,0.0
3011,2024,12,reg1,reg3,Electricity,0.0
3012,2024,13,reg1,reg3,Electricity,0.0
3013,2024,14,reg1,reg3,Electricity,0.0
3014,2024,15,reg1,reg3,Electricity,0.0
3015,2024,16,reg1,reg3,Electricity,0.0
3016,2024,17,reg1,reg3,Electricity,0.0
3017,2024,18,reg1,reg3,Electricity,0.0
3018,2024,19,reg1,reg3,Electricity,0.0
3019,2024,20,reg1,reg3,Electricity,0.0
3020,2024,21,reg1,reg3,Electricity,0.0
3021,2024,22,reg1,reg3,Electricity,0.0
3022,2024,23,reg1,reg3,Electricity,0.0
3023,2024,24,reg1,reg3,Electricity,0.0
3024,2025,1,reg1,reg3,Electricity,0.0
3025,2025,2,reg1,reg3,Electricity,0.0
3026,2025,3,reg1,reg3,Electricity,0.0
3027,2025,4,reg1,reg3,Electricity,0.0
3028,2025,5,reg1,reg3,Electricity,0.0
3029,2025,6,reg1,reg3,Electricity,0.0
3030,2025,7,reg1,reg3,Electricity,0.0
3031,2025,8,reg1,reg3,Electricity,0.0
3032,2025,9,reg1,reg3,Electricity,0.0
3033,2025,10,reg1,reg3,Electricity,0.0
3034,2025,11,reg1,reg3,Electricity,0.0
3035,2025,12,reg1,reg3,Electricity,0.0
3036,2025,13,reg1,reg3,Electricity,0.0
3037,2025,14,reg1,reg3,Electricity,0.0
3038,2025,15,reg1,reg3,Electricity,0.0
3039,2025,16,reg1,reg3,Electricity,0.0
3040,2025,17,reg1,reg3,Electricity,0.0
3041,2025,18,reg1,reg3,Electricity,0.0
3042,2025,19,reg1,reg3,Electricity,0.0
3043,2025,20,reg1,reg3,Electricity,0.0
3044,2025,21,reg1,reg3,Electricity,0.0
3045,2025,22,reg1,reg3,Electricity,0.0
3046,2025,23,reg1,reg3,Electricity,0.0
3047,2025,24,reg1,reg3,Electricity,0.0
3048,2026,1,reg1,reg3,Electricity,0.0
3049,2026,2,reg1,reg3,Electricity,0.0
3050,2026,3,reg1,reg3,Electricity,0.0
3051,2026,4,reg1,reg3,Electricity,0.0
3052,2026,5,reg1,reg3,Electricity,0.0
3053,2026,6,reg1,reg3,Electricity,0.0
3054,2026,7,reg1,reg3,Electricity,0.0
3055,2026,8,reg1,reg3,Electricity,0.0
3056,2026,9,reg1,reg3,Electricity,0.0
3057,2026,10,reg1,reg3,Electricity,0.0
3058,2026,11,reg1,reg3,Electricity,0.0
3059,2026,12,reg1,reg3,Electricity,0.0
3060,2026,13,reg1,reg3,Electricity,0.0
3061,2026,14,reg1,reg3,Electricity,0.0
3062,2026,15,reg1,reg3,Electricity,0.0
3063,2026,16,reg1,reg3,Electricity,0.0
3064,2026,17,reg1,reg3,Electricity,0.0
3065,2026,18,reg1,reg3,Electricity,0.0
3066,2026,19,reg1,reg3,Electricity,0.0
3067,2026,20,reg1,reg3,Electricity,0.0
3068,2026,21,reg1,reg3,Electricity,0.0
3069,2026,22,reg1,reg3,Electricity,0.0
3070,2026,23,reg1,reg3,Electricity,0.0
3071,2026,24,reg1,reg3,Electricity,0.0
3072,2027,1,reg1,reg3,Electricity,0.0
3073,2027,2,reg1,reg3,Electricity,0.0
3074,2027,3,reg1,reg3,Electricity,0.0
3075,2027,4,reg1,reg3,Electricity,0.0
3076,2027,5,reg1,reg3,Electricity,0.0
3077,2027,6,reg1,reg3,Electricity,0.0
3078,2027,7,reg1,reg3,Electricity,0.0
3079,2027,8,reg1,reg3,Electricity,0.0
3080,2027,9,reg1,reg3,Electricity,0.0
3081,2027,10,reg1,reg3,Electricity,0.0
3082,2027,11,reg1,reg3,Electricity,0.0
3083,2027,12,reg1,reg3,Electricity,0.0
3084,2027,13,reg1,reg3,Electricity,0.0
3085,2027,14,reg1,reg3,Electricity,0.0
3086,2027,15,reg1,reg3,Electricity,0.0
3087,2027,16,reg1,reg3,Electricity,0.0
3088,2027,17,reg1,reg3,Electricity,0.0
3089,2027,18,reg1,reg3,Electricity,0.0
3090,2027,19,reg1,reg3,Electricity,0.0
3091,2027,20,reg1,reg3,Electricity,0.0
3092,2027,21,reg1,reg3,Electricity,0.0
3093,2027,22,reg1,reg3,Electricity,0.0
3094,2027,23,reg1,reg3,Electricity,0.0
3095,2027,24,reg1,reg3,Electricity,0.0
3096,2028,1,reg1,reg3,Electricity,0.0
3097,2028,2,reg1,reg3,Electricity,0.0
3098,2028,3,reg1,reg3,Electricity,0.0
3099,2028,4,reg1,reg3,Electricity,0.0
3100,2028,5,reg1,reg3,Electricity,0.0
3101,2028,6,reg1,reg3,Electricity,0.0
3102,2028,7,reg1,reg3,Electricity,0.0
3103,2028,8,reg1,reg3,Electricity,0.0
3104,2028,9,reg1,reg3,Electricity,0.0
3105,2028,10,reg1,reg3,Electricity,0.0
3106,2028,11,reg1,reg3,Electricity,0.0
3107,2028,12,reg1,reg3,Electricity,0.0
3108,2028,13,reg1,reg3,Electricity,0.0
3109,2028,14,reg1,reg3,Electricity,0.0
3110,2028,15,reg1,reg3,Electricity,0.0
3111,2028,16,reg1,reg3,Electricity,0.0
3112,2028,17,reg1,reg3,Electricity,0.0
3113,2028,18,reg1,reg3,Electricity,0.0
3114,2028,19,reg1,reg3,Electricity,0.0
3115,2028,20,reg1,reg3,Electricity,0.0
3116,2028,21,reg1,reg3,Electricity,0.0
3117,2028,22,reg1,reg3,Electricity,0.0
3118,2028,23,reg1,reg3,Electricity,0.0
3119,2028,24,reg1,reg3,Electricity,0.0
3120,2029,1,reg1,reg3,Electricity,0.0
3121,2029,2,reg1,reg3,Electricity,0.0
3122,2029,3,reg1,reg3,Electricity,0.0
3123,2029,4,reg1,reg3,Electricity,0.0
3124,2029,5,reg1,reg3,Electricity,0.0
3125,2029,6,reg1,reg3,Electricity,0.0
3126,2029,7,reg1,reg3,Electricity,0.0
3127,2029,8,reg1,reg3,Electricity,0.0
3128,2029,9,reg1,reg3,Electricity,0.0
3129,2029,10,reg1,reg3,Electricity,0.0
3130,2029,11,reg1,reg3,Electricity,0.0
3131,2029,12,reg1,reg3,Electricity,0.0
3132,2029,13,reg1,reg3,Electricity,0.0
3133,2029,14,reg1,reg3,Electricity,0.0
3134,2029,15,reg1,reg3,Electricity,0.0
3135,2029,16,reg1,reg3,Electricity,0.0
3136,2029,17,reg1,reg3,Electricity,0.0
3137,2029,18,reg1,reg3,Electricity,0.0
3138,2029,19,reg1,reg3,Electricity,0.0
3139,2029,20,reg1,reg3,Electricity,0.0
3140,2029,21,reg1,reg3,Electricity,0.0
3141,2029,22,reg1,reg3,Electricity,0.0
3142,2029,23,reg1,reg3,Electricity,0.0
3143,2029,24,reg1,reg3,Electricity,0.0
3144,2030,1,reg1,reg3,Electricity,0.0
3145,2030,2,reg1,reg3,Electricity,0.0
3146,2030,3,reg1,reg3,Electricity,0.0
3147,2030,4,reg1,reg3,Electricity,0.0
3148,2030,5,reg1,reg3,Electricity,0.0
3149,2030,6,reg1,reg3,Electricity,0.0
3150,2030,7,reg1,reg3,Electricity,0.0
3151,2030,8,reg1,reg3,Electricity,0.0
3152,2030,9,reg1,reg3,Electricity,0.0
3153,2030,10,reg1,reg3,Electricity,0.0
3154,2030,11,reg1,reg3,Electricity,0.0
3155,2030,12,reg1,reg3,Electricity,0.0
3156,2030,13,reg1,reg3,Electricity,0.0
3157,2030,14,reg1,reg3,Electricity,0.0
3158,2030,15,reg1,reg3,Electricity,0.0
3159,2030,16,reg1,reg3,Electricity,0.0
3160,2030,17,reg1,reg3,Electricity,0.0
3161,2030,18,reg1,reg3,Electricity,0.0
3162,2030,19,reg1,reg3,Electricity,0.0
3163,2030,20,reg1,reg3,Electricity,0.0
3164,2030,21,reg1,reg3,Electricity,0.0
3165,2030,22,reg1,reg3,Electricity,0.0
3166,2030,23,reg1,reg3,Electricity,0.0
3167,2030,24,reg1,reg3,Electricity,0.0
3168,2019,1,reg1,reg3,Final_electricity,365913.04376539344
3169,2019,2,reg1,reg3,Final_electricity,373519.44530570094
3170,2019,3,reg1,reg3,Final_electricity,363847.9709655973
3171,2019,4,reg1,reg3,Final_electricity,370958.7484215273
3172,2019,5,reg1,reg3,Final_electricity,374870.9367054461
3173,2019,6,reg1,reg3,Final_electricity,385028.83499014395
3174,2019,7,reg1,reg3,Final_electricity,322791.0058843998
3175,2019,8,reg1,reg3,Final_electricity,224128.9160990643
3176,2019,9,reg1,reg3,Final_electricity,263543.9796835282
3177,2019,10,reg1,reg3,Final_electricity,327293.13848231116
3178,2019,11,reg1,reg3,Final_electricity,333251.6583660926
3179,2019,12,reg1,reg3,Final_electricity,319795.7175555657
3180,2019,13,reg1,reg3,Final_electricity,310597.6363138723
3181,2019,14,reg1,reg3,Final_electricity,377766.9783915285
3182,2019,15,reg1,reg3,Final_electricity,401315.453344593
3183,2019,16,reg1,reg3,Final_electricity,389973.5552181478
3184,2019,17,reg1,reg3,Final_electricity,376932.64315281244
3185,2019,18,reg1,reg3,Final_electricity,299630.01809847663
3186,2019,19,reg1,reg3,Final_electricity,222086.64474940317
3187,2019,20,reg1,reg3,Final_electricity,155514.82844976024
3188,2019,21,reg1,reg3,Final_electricity,199216.8880400442
3189,2019,22,reg1,reg3,Final_electricity,339676.7827431803
3190,2019,23,reg1,reg3,Final_electricity,372452.46268683596
3191,2019,24,reg1,reg3,Final_electricity,373393.23696605663
3192,2020,1,reg1,reg3,Final_electricity,377780.54595673346
3193,2020,2,reg1,reg3,Final_electricity,360005.3122911525
3194,2020,3,reg1,reg3,Final_electricity,382606.36941929907
3195,2020,4,reg1,reg3,Final_electricity,365989.34873217915
3196,2020,5,reg1,reg3,Final_electricity,356847.0414970065
3197,2020,6,reg1,reg3,Final_electricity,333119.15540790296
3198,2020,7,reg1,reg3,Final_electricity,256646.2278349372
3199,2020,8,reg1,reg3,Final_electricity,149720.6735326661
3200,2020,9,reg1,reg3,Final_electricity,190803.69777324836
3201,2020,10,reg1,reg3,Final_electricity,258270.83808489025
3202,2020,11,reg1,reg3,Final_electricity,264109.44598351815
3203,2020,12,reg1,reg3,Final_electricity,249457.27125976657
3204,2020,13,reg1,reg3,Final_electricity,239611.01900373926
3205,2020,14,reg1,reg3,Final_electricity,311896.2338782898
3206,2020,15,reg1,reg3,Final_electricity,340909.0001037485
3207,2020,16,reg1,reg3,Final_electricity,356120.7029002619
3208,2020,17,reg1,reg3,Final_electricity,313439.96489889326
3209,2020,18,reg1,reg3,Final_electricity,231681.5234775024
3210,2020,19,reg1,reg3,Final_electricity,148884.00251159896
3211,2020,20,reg1,reg3,Final_electricity,77521.84487334196
3212,2020,21,reg1,reg3,Final_electricity,124370.05377016884
3213,2020,22,reg1,reg3,Final_electricity,274941.77854402375
3214,2020,23,reg1,reg3,Final_electricity,362498.7205007003
3215,2020,24,reg1,reg3,Final_electricity,360300.24570019636
3216,2021,1,reg1,reg3,Final_electricity,333037.57917551015
3217,2021,2,reg1,reg3,Final_electricity,314338.7481024922
3218,2021,3,reg1,reg3,Final_electricity,338114.15141148877
3219,2021,4,reg1,reg3,Final_electricity,320633.7138200009
3220,2021,5,reg1,reg3,Final_electricity,311016.37422130175
3221,2021,6,reg1,reg3,Final_electricity,286055.0785352067
3222,2021,7,reg1,reg3,Final_electricity,205469.01704456285
3223,2021,8,reg1,reg3,Final_electricity,92149.89581361046
3224,2021,9,reg1,reg3,Final_electricity,134523.44633012047
3225,2021,10,reg1,reg3,Final_electricity,204867.24492393227
3226,2021,11,reg1,reg3,Final_electricity,210613.07511400245
3227,2021,12,reg1,reg3,Final_electricity,195035.35619860055
3228,2021,13,reg1,reg3,Final_electricity,184687.6042685708
3229,2021,14,reg1,reg3,Final_electricity,260931.04696131177
3230,2021,15,reg1,reg3,Final_electricity,291867.34178519394
3231,2021,16,reg1,reg3,Final_electricity,308456.219812041
3232,2021,17,reg1,reg3,Final_electricity,264314.72365586774
3233,2021,18,reg1,reg3,Final_electricity,179108.7500152369
3234,2021,19,reg1,reg3,Final_electricity,92246.01592080528
3235,2021,20,reg1,reg3,Final_electricity,17177.499055509208
3236,2021,21,reg1,reg3,Final_electricity,66459.93104578338
3237,2021,22,reg1,reg3,Final_electricity,224855.33101012185
3238,2021,23,reg1,reg3,Final_electricity,316961.7132788483
3239,2021,24,reg1,reg3,Final_electricity,314649.006189517
3240,2022,1,reg1,reg3,Final_electricity,322394.84661057143
3241,2022,2,reg1,reg3,Final_electricity,301336.75621834485
3242,2022,3,reg1,reg3,Final_electricity,325869.7476393355
3243,2022,4,reg1,reg3,Final_electricity,306818.1787083329
3244,2022,5,reg1,reg3,Final_electricity,296370.94827950327
3245,2022,6,reg1,reg3,Final_electricity,268438.68704610603
3246,2022,7,reg1,reg3,Final_electricity,178357.8291089172
